GM,Hour
FEBALL,200
MARALL,200
APRALL,200
MAYALL,200
JUNALL,200
JULALL,200
AUGALL,200
SEPALL,200
OCTALL,200
NOVALL,200
DECALL,200
JANALM,-700
FEBALM,-700
MARALM,-700
APRALM,-700
MAYALM,-700
JUNALM,-700
JULALM,-700
AUGALM,-700
SEPALM,-700
OCTALM,-700
NOVALM,-700
DECALM,-700
JANALO,-600
FEBALO,-600
MARALO,-500
APRALO,-500
MAYALO,-500
JUNALO,-500
JULALO,-500
AUGALO,-500
SEPALO,-500
OCTALO,-500
NOVALO,-600
DECALO,-600
JANALP,300
FEBALP,300
MARALP,300
APRALP,300
MAYALP,300
JUNALP,300
JULALP,300
AUGALP,300
SEPALP,300
OCTALP,300
NOVALP,300
DECALP,300
JANALS,-700
FEBALS,-700
MARALS,-600
APRALS,-600
MAYALS,-600
JUNALS,-600
JULALS,-600
AUGALS,-600
SEPALS,-600
OCTALS,-600
NOVALS,-700
DECALS,-700
JANALW,-800
FEBALW,-800
MARALW,-700
APRALW,-700
MAYALW,-700
JUNALW,-700
JULALW,-700
AUGALW,-700
SEPALW,-700
OCTALW,-700
NOVALW,-800
DECALW,-800
JANALY,200
FEBALY,200
MARALY,200
APRALY,200
MAYALY,200
JUNALY,200
JULALY,200
AUGALY,200
SEPALY,200
OCTALY,200
NOVALY,200
DECALY,200
JANAMA,-600
FEBAMA,-600
MARAMA,-500
APRAMA,-500
MAYAMA,-500
JUNAMA,-500
JULAMA,-500
AUGAMA,-500
SEPAMA,-500
OCTAMA,-500
NOVAMA,-600
DECAMA,-600
JANAMD,530
FEBAMD,530
MARAMD,530
APRAMD,530
MAYAMD,530
JUNAMD,530
JULAMD,530
AUGAMD,530
SEPAMD,530
OCTAMD,530
NOVAMD,530
DECAMD,530
JANAMH,300
FEBAMH,300
MARAMH,300
APRAMH,300
MAYAMH,300
JUNAMH,300
JULAMH,300
AUGAMH,300
SEPAMH,300
OCTAMH,300
NOVAMH,300
DECAMH,300
JANAMI,800
FEBAMI,800
MARAMI,800
APRAMI,800
MAYAMI,800
JUNAMI,800
JULAMI,800
AUGAMI,800
SEPAMI,800
OCTAMI,800
NOVAMI,800
DECAMI,800
JANAMM,200
FEBAMM,200
MARAMM,200
APRAMM,300
MAYAMM,300
JUNAMM,300
JULAMM,300
AUGAMM,300
SEPAMM,300
OCTAMM,300
NOVAMM,200
DECAMM,200
JANAMQ,900
FEBAMQ,900
MARAMQ,900
APRAMQ,900
MAYAMQ,900
JUNAMQ,900
JULAMQ,900
AUGAMQ,900
SEPAMQ,900
OCTAMQ,900
NOVAMQ,900
DECAMQ,900
JANAMR,200
FEBAMR,200
MARAMR,200
APRAMR,200
MAYAMR,200
JUNAMR,200
JULAMR,200
AUGAMR,200
SEPAMR,200
OCTAMR,200
NOVAMR,200
DECAMR,200
JANAMS,100
FEBAMS,100
MARAMS,100
APRAMS,200
MAYAMS,200
JUNAMS,200
JULAMS,200
AUGAMS,200
SEPAMS,200
OCTAMS,200
NOVAMS,100
DECAMS,100
MARAMV,300
APRAMV,400
MAYAMV,400
JUNAMV,300
JULAMV,300
AUGAMV,300
SEPAMV,300
OCTAMV,300
FEBAMY,300
APRAMY,300
MAYAMY,300
JUNAMY,300
JULAMY,300
AUGAMY,300
SEPAMY,300
OCTAMY,300
JANANC,-900
FEBANC,-900
MARANC,-800
APRANC,-800
MAYANC,-800
JUNANC,-800
JULANC,-800
AUGANC,-800
SEPANC,-800
OCTANC,-800
NOVANC,-900
DECANC,-900
JANANE,200
FEBANE,200
MARANE,200
APRANE,200
MAYANE,200
JUNANE,200
JULANE,200
AUGANE,200
SEPANE,200
OCTANE,200
NOVANE,200
DECANE,200
JANANF,-300
FEBANF,-300
MARANF,-300
APRANF,-300
MAYANF,-300
JUNANF,-300
JULANF,-300
AUGANF,-300
SEPANF,-300
OCTANF,-300
NOVANF,-300
DECANF,-300
JANANG,200
FEBANG,200
MARANG,200
APRANG,200
MAYANG,200
JUNANG,200
JULANG,200
SEPANG,200
OCTANG,200
NOVANG,200
DECANG,200
JANANI,-900
FEBANI,-900
MARANI,-800
APRANI,-800
MAYANI,-800
JUNANI,-800
JULANI,-800
AUGANI,-800
SEPANI,-800
OCTANI,-800
NOVANI,-900
DECANI,-900
JANANK,200
FEBANK,200
MARANK,200
APRANK,200
MAYANK,200
JUNANK,200
JULANK,200
AUGANK,200
SEPANK,200
OCTANK,200
NOVANK,200
DECANK,200
JANANM,300
FEBANM,300
MARANM,300
APRANM,300
MAYANM,300
JUNANM,300
JULANM,300
AUGANM,300
SEPANM,300
OCTANM,300
NOVANM,300
DECANM,300
JANANR,100
FEBANR,100
MARANR,100
APRANR,100
MAYANR,200
JUNANR,200
JULANR,200
AUGANR,200
SEPANR,200
OCTANR,200
NOVANR,100
DECANR,100
JANANS,-500
FEBANS,-500
MARANS,-500
APRANS,-500
MAYANS,-500
JUNANS,-500
JULANS,-500
AUGANS,-500
SEPANS,-500
OCTANS,-500
NOVANS,-500
DECANS,-500
JANANU,-400
FEBANU,-400
MARANU,-400
APRANU,-400
MAYANU,-400
JUNANU,-400
JULANU,-400
AUGANU,-400
SEPANU,-400
OCTANU,-400
NOVANU,-400
DECANU,-400
JANANV,-800
FEBANV,-800
MARANV,-800
APRANV,-800
MAYANV,-800
JUNANV,-800
JULANV,-800
AUGANV,-800
SEPANV,-800
OCTANV,-800
NOVANV,-800
DECANV,-800
JANANX,100
FEBANX,100
MARANX,100
APRANX,100
MAYANX,200
JUNANX,200
JULANX,200
AUGANX,200
SEPANX,200
OCTANX,200
NOVANX,100
DECANX,100
JANAOC,100
FEBAOC,100
MARAOC,100
APRAOC,100
MAYAOC,100
JUNAOC,100
JULAOC,100
AUGAOC,100
SEPAOC,100
OCTAOC,100
NOVAOC,100
DECAOC,100
JANAOE,200
FEBAOE,200
MARAOE,200
APRAOE,300
MAYAOE,300
JUNAOE,300
JULAOE,300
AUGAOE,300
SEPAOE,300
OCTAOE,300
NOVAOE,200
DECAOE,200
JANAOG,800
FEBAOG,800
MARAOG,800
APRAOG,800
MAYAOG,800
JUNAOG,800
JULAOG,800
AUGAOG,800
SEPAOG,800
OCTAOG,800
NOVAOG,800
DECAOG,800
JANAOI,100
FEBAOI,100
MARAOI,100
APRAOI,200
MAYAOI,200
JUNAOI,200
JULAOI,200
AUGAOI,200
SEPAOI,200
OCTAOI,200
NOVAOI,100
DECAOI,100
JANAOJ,900
FEBAOJ,900
MARAOJ,900
APRAOJ,900
MAYAOJ,900
JUNAOJ,900
JULAOJ,900
AUGAOJ,900
SEPAOJ,900
OCTAOJ,900
NOVAOJ,900
DECAOJ,900
JANAOK,300
FEBAOK,300
MARAOK,300
APRAOK,300
MAYAOK,300
JUNAOK,300
JULAOK,300
AUGAOK,300
SEPAOK,300
OCTAOK,300
NOVAOK,300
DECAOK,300
JANAOO,-400
FEBAOO,-400
MARAOO,-400
APRAOO,-400
MAYAOO,-400
JUNAOO,-400
JULAOO,-400
AUGAOO,-400
SEPAOO,-400
OCTAOO,-400
NOVAOO,-400
DECAOO,-400
JANAOQ,-300
FEBAOQ,-300
MARAOQ,-300
APRAOQ,-300
MAYAOQ,-200
JUNAOQ,-200
JULAOQ,-200
AUGAOQ,-200
SEPAOQ,-200
OCTAOQ,-200
NOVAOQ,-300
DECAOQ,-300
JANAOR,800
FEBAOR,800
MARAOR,800
APRAOR,800
MAYAOR,800
JUNAOR,800
JULAOR,800
AUGAOR,800
SEPAOR,800
OCTAOR,800
NOVAOR,800
DECAOR,800
JANAOS,-800
FEBAOS,-800
MARAOS,-800
APRAOS,-800
MAYAOS,-800
JUNAOS,-800
JULAOS,-800
AUGAOS,-800
SEPAOS,-800
OCTAOS,-800
NOVAOS,-800
DECAOS,-800
JANAOT,200
FEBAOT,200
MARAOT,200
APRAOT,200
MAYAOT,200
JUNAOT,200
JULAOT,200
AUGAOT,200
SEPAOT,200
OCTAOT,200
NOVAOT,200
DECAOT,200
JANAPA,-700
FEBAPA,-700
MARAPA,-700
APRAPA,-700
MAYAPA,-700
JUNAPA,-700
JULAPA,-700
AUGAPA,-700
SEPAPA,-700
OCTAPA,-700
NOVAPA,-700
DECAPA,-700
JANAPF,-400
FEBAPF,-400
MARAPF,-400
APRAPF,-400
MAYAPF,-400
JUNAPF,-400
JULAPF,-400
AUGAPF,-400
SEPAPF,-400
OCTAPF,-400
NOVAPF,-400
DECAPF,-400
JANAPK,-1000
FEBAPK,-1000
MARAPK,-1000
APRAPK,-1000
MAYAPK,-1000
JUNAPK,-1000
JULAPK,-1000
AUGAPK,-1000
SEPAPK,-1000
OCTAPK,-1000
NOVAPK,-1000
DECAPK,-1000
JANAPL,200
FEBAPL,200
MARAPL,200
APRAPL,200
MAYAPL,200
JUNAPL,200
JULAPL,200
AUGAPL,200
SEPAPL,200
OCTAPL,200
NOVAPL,200
DECAPL,200
JANAPN,-500
FEBAPN,-500
MARAPN,-400
APRAPN,-400
MAYAPN,-400
JUNAPN,-400
JULAPN,-400
AUGAPN,-400
SEPAPN,-400
OCTAPN,-400
NOVAPN,-500
DECAPN,-500
JANAPO,-500
FEBAPO,-500
MARAPO,-500
APRAPO,-500
MAYAPO,-500
JUNAPO,-500
JULAPO,-500
AUGAPO,-500
SEPAPO,-500
OCTAPO,-500
NOVAPO,-500
DECAPO,-500
JANAPR,1000
FEBAPR,1000
MARAPR,1000
APRAPR,1000
MAYAPR,1000
JUNAPR,1000
JULAPR,1000
AUGAPR,1000
SEPAPR,1000
OCTAPR,1000
NOVAPR,1000
DECAPR,1000
JANAPW,1400
FEBAPW,1400
MARAPW,1400
APRAPW,1300
MAYAPW,1300
JUNAPW,1300
JULAPW,1300
AUGAPW,1300
SEPAPW,1300
OCTAPW,1400
NOVAPW,1400
DECAPW,1400
JANAPZ,-300
FEBAPZ,-300
MARAPZ,-300
APRAPZ,-300
MAYAPZ,-300
JUNAPZ,-300
JULAPZ,-300
AUGAPZ,-300
SEPAPZ,-300
OCTAPZ,-300
NOVAPZ,-300
DECAPZ,-300
JANAQA,-300
FEBAQA,-300
MARAQA,-300
APRAQA,-300
MAYAQA,-300
JUNAQA,-300
JULAQA,-300
AUGAQA,-300
SEPAQA,-300
OCTAQA,-300
NOVAQA,-300
DECAQA,-300
JANAQG,800
FEBAQG,800
MARAQG,800
APRAQG,800
MAYAQG,800
JUNAQG,800
JULAQG,800
AUGAQG,800
SEPAQG,800
OCTAQG,800
NOVAQG,800
DECAQG,800
JANAQI,300
FEBAQI,300
MARAQI,300
APRAQI,300
MAYAQI,300
JUNAQI,300
JULAQI,300
AUGAQI,300
SEPAQI,300
OCTAQI,300
NOVAQI,300
DECAQI,300
JANAQJ,200
FEBAQJ,200
MARAQJ,200
APRAQJ,300
MAYAQJ,300
JUNAQJ,300
JULAQJ,300
AUGAQJ,300
SEPAQJ,300
OCTAQJ,300
NOVAQJ,200
DECAQJ,200
JANAQP,-500
FEBAQP,-500
MARAQP,-500
APRAQP,-500
MAYAQP,-500
JUNAQP,-500
JULAQP,-500
AUGAQP,-500
SEPAQP,-500
OCTAQP,-500
NOVAQP,-500
DECAQP,-500
MARARA,-500
JUNARA,-500
JANARB,-400
FEBARB,-400
MARARB,-400
APRARB,-400
MAYARB,-400
JUNARB,-400
JULARB,-400
AUGARB,-400
SEPARB,-400
OCTARB,-400
NOVARB,-400
DECARB,-400
JANARC,-800
FEBARC,-800
MARARC,-800
APRARC,-800
MAYARC,-800
JUNARC,-800
JULARC,-800
AUGARC,-800
SEPARC,-800
OCTARC,-800
NOVARC,-800
DECARC,-800
JANARD,800
FEBARD,800
MARARD,800
APRARD,800
MAYARD,800
JUNARD,800
JULARD,800
AUGARD,800
SEPARD,800
OCTARD,800
NOVARD,800
DECARD,800
JANARH,300
FEBARH,300
MARARH,300
APRARH,300
MAYARH,300
JUNARH,300
JULARH,300
AUGARH,300
SEPARH,300
OCTARH,300
NOVARH,300
DECARH,300
JANARI,-300
FEBARI,-300
MARARI,-300
APRARI,-300
MAYARI,-300
JUNARI,-300
JULARI,-300
AUGARI,-300
SEPARI,-300
OCTARI,-300
NOVARI,-300
DECARI,-300
JANARK,300
FEBARK,300
MARARK,300
APRARK,300
MAYARK,300
JUNARK,300
JULARK,300
AUGARK,300
SEPARK,300
OCTARK,300
NOVARK,300
DECARK,300
JANARM,1100
FEBARM,1100
MARARM,1100
APRARM,1100
MAYARM,1000
JUNARM,1000
JULARM,1000
AUGARM,1000
SEPARM,1000
OCTARM,1100
NOVARM,1100
DECARM,1100
JANARN,100
FEBARN,100
MARARN,100
APRARN,200
MAYARN,200
JUNARN,200
JULARN,200
AUGARN,200
SEPARN,200
OCTARN,200
NOVARN,100
DECARN,100
DECARO,-500
JANARR,-300
FEBARR,-300
MARARR,-300
APRARR,-300
MAYARR,-300
JUNARR,-300
JULARR,-300
AUGARR,-300
SEPARR,-300
OCTARR,-300
NOVARR,-300
DECARR,-300
JANART,-500
FEBART,-500
MARART,-400
APRART,-400
MAYART,-400
JUNART,-400
JULART,-400
AUGART,-400
SEPART,-400
OCTART,-400
NOVART,-500
DECART,-500
JANARU,-200
FEBARU,-300
MARARU,-300
APRARU,-300
MAYARU,-300
JUNARU,-300
JULARU,-300
AUGARU,-300
SEPARU,-300
OCTARU,-200
NOVARU,-200
DECARU,-200
JANARV,-600
FEBARV,-600
MARARV,-600
APRARV,-600
MAYARV,-600
JUNARV,-600
JULARV,-600
AUGARV,-600
SEPARV,-600
OCTARV,-600
NOVARV,-600
DECARV,-600
JANARW,200
FEBARW,200
MARARW,200
APRARW,200
MAYARW,300
JUNARW,300
JULARW,300
AUGARW,300
SEPARW,300
OCTARW,300
NOVARW,200
DECARW,200
JANASA,300
FEBASA,300
MARASA,300
APRASA,300
MAYASA,300
JUNASA,300
JULASA,300
AUGASA,300
SEPASA,300
OCTASA,300
NOVASA,300
DECASA,300
JANASB,500
FEBASB,500
MARASB,500
APRASB,500
MAYASB,500
JUNASB,500
JULASB,500
AUGASB,500
SEPASB,500
OCTASB,500
NOVASB,500
DECASB,500
JANASD,-500
FEBASD,-500
MARASD,-500
APRASD,-500
MAYASD,-500
JUNASD,-500
JULASD,-500
AUGASD,-500
SEPASD,-500
OCTASD,-500
NOVASD,-500
DECASD,-500
JANASE,-700
FEBASE,-700
MARASE,-600
APRASE,-600
MAYASE,-600
JUNASE,-600
JULASE,-600
AUGASE,-600
SEPASE,-600
OCTASE,-600
NOVASE,-700
DECASE,-700
JANASF,300
FEBASF,300
MARASF,300
APRASF,300
MAYASF,300
JUNASF,300
JULASF,300
AUGASF,300
SEPASF,300
OCTASF,300
NOVASF,300
DECASF,300
JANASI,0
FEBASI,0
MARASI,0
APRASI,0
MAYASI,0
JUNASI,0
JULASI,0
AUGASI,0
SEPASI,0
OCTASI,0
NOVASI,0
DECASI,0
JANASJ,900
FEBASJ,900
MARASJ,900
APRASJ,900
MAYASJ,900
JUNASJ,900
JULASJ,900
AUGASJ,900
SEPASJ,900
OCTASJ,900
NOVASJ,900
DECASJ,900
JANASM,300
FEBASM,300
MARASM,300
APRASM,300
MAYASM,300
JUNASM,300
JULASM,300
AUGASM,300
SEPASM,300
OCTASM,300
NOVASM,300
DECASM,300
JANASO,300
FEBASO,300
MARASO,300
APRASO,300
MAYASO,300
JUNASO,300
JULASO,300
AUGASO,300
SEPASO,300
OCTASO,300
NOVASO,300
DECASO,300
JANASP,930
FEBASP,930
MARASP,930
APRASP,930
MAYASP,930
JUNASP,930
JULASP,930
AUGASP,930
SEPASP,930
OCTASP,930
NOVASP,930
DECASP,930
JANASR,200
FEBASR,200
MARASR,200
APRASR,300
MAYASR,300
JUNASR,300
JULASR,300
AUGASR,300
SEPASR,300
OCTASR,300
NOVASR,200
DECASR,200
JANASU,-300
FEBASU,-300
MARASU,-300
APRASU,-400
MAYASU,-400
JUNASU,-400
JULASU,-400
AUGASU,-400
SEPASU,-400
OCTASU,-300
NOVASU,-300
DECASU,-300
JANASV,300
FEBASV,300
MARASV,300
APRASV,300
MAYASV,300
JUNASV,300
JULASV,300
AUGASV,300
SEPASV,300
OCTASV,300
NOVASV,300
DECASV,300
JANASW,200
FEBASW,200
MARASW,200
APRASW,200
MAYASW,200
JUNASW,200
JULASW,200
AUGASW,200
SEPASW,200
OCTASW,200
NOVASW,200
DECASW,200
JANATA,-500
FEBATA,-500
MARATA,-500
APRATA,-500
MAYATA,-500
JUNATA,-500
JULATA,-500
AUGATA,-500
SEPATA,-500
OCTATA,-500
NOVATA,-500
DECATA,-500
JANATC,-400
FEBATC,-400
MARATC,-400
APRATC,-400
MAYATC,-400
JUNATC,-400
JULATC,-400
AUGATC,-400
SEPATC,-400
OCTATC,-400
NOVATC,-400
DECATC,-400
JANATD,1100
FEBATD,1100
MARATD,1100
APRATD,1100
MAYATD,1100
JUNATD,1100
JULATD,1100
AUGATD,1100
SEPATD,1100
OCTATD,1100
NOVATD,1100
DECATD,1100
JANATH,200
FEBATH,200
MARATH,200
APRATH,300
MAYATH,300
JUNATH,300
JULATH,300
AUGATH,300
SEPATH,300
OCTATH,300
NOVATH,200
DECATH,200
JANATJ,300
FEBATJ,300
MARATJ,300
APRATJ,300
JUNATJ,300
JULATJ,300
AUGATJ,300
SEPATJ,300
OCTATJ,300
NOVATJ,300
DECATJ,300
JANATK,-800
FEBATK,-800
MARATK,-800
APRATK,-800
MAYATK,-800
JUNATK,-800
JULATK,-800
AUGATK,-800
SEPATK,-800
OCTATK,-800
NOVATK,-800
DECATK,-800
JANATL,-500
FEBATL,-500
MARATL,-400
APRATL,-400
MAYATL,-400
JUNATL,-400
JULATL,-400
AUGATL,-400
SEPATL,-400
OCTATL,-400
NOVATL,-500
DECATL,-500
JANATM,-300
FEBATM,-300
MARATM,-300
APRATM,-300
MAYATM,-300
JUNATM,-300
JULATM,-300
AUGATM,-300
SEPATM,-300
OCTATM,-300
NOVATM,-300
DECATM,-300
JANATN,1000
FEBATN,1000
MARATN,1000
APRATN,1000
MAYATN,1000
JUNATN,1000
JULATN,1000
AUGATN,1000
SEPATN,1000
OCTATN,1000
NOVATN,1000
DECATN,1000
JANATP,1000
FEBATP,1000
MARATP,1000
APRATP,1000
MAYATP,1000
JUNATP,1000
JULATP,1000
AUGATP,1000
SEPATP,1000
OCTATP,1000
NOVATP,1000
DECATP,1000
JANATQ,530
FEBATQ,530
MARATQ,530
APRATQ,530
MAYATQ,530
JUNATQ,530
JULATQ,530
AUGATQ,530
SEPATQ,530
OCTATQ,530
NOVATQ,530
DECATQ,530
JANATT,-800
FEBATT,-800
MARATT,-800
APRATT,-800
MAYATT,-800
JUNATT,-800
JULATT,-800
AUGATT,-800
SEPATT,-800
OCTATT,-800
NOVATT,-800
DECATT,-800
JANATW,-600
FEBATW,-600
MARATW,-500
APRATW,-500
MAYATW,-500
JUNATW,-500
JULATW,-500
AUGATW,-500
SEPATW,-500
OCTATW,-500
NOVATW,-600
DECATW,-600
JANATY,-600
FEBATY,-600
MARATY,-600
APRATY,-600
MAYATY,-500
JUNATY,-500
JULATY,-500
AUGATY,-500
SEPATY,-500
OCTATY,-500
NOVATY,-600
DECATY,-600
JANATZ,200
FEBATZ,200
MARATZ,200
APRATZ,200
MAYATZ,200
JUNATZ,200
JULATZ,200
AUGATZ,200
SEPATZ,200
OCTATZ,200
NOVATZ,200
DECATZ,200
JANAUA,-400
FEBAUA,-400
MARAUA,-400
APRAUA,-400
MAYAUA,-400
JUNAUA,-400
JULAUA,-400
AUGAUA,-400
SEPAUA,-400
OCTAUA,-400
NOVAUA,-400
DECAUA,-400
JANAUB,-400
FEBAUB,-400
MARAUB,-400
APRAUB,-400
MAYAUB,-400
JUNAUB,-400
JULAUB,-400
AUGAUB,-400
SEPAUB,-400
OCTAUB,-400
NOVAUB,-400
DECAUB,-400
JANAUC,-500
FEBAUC,-500
MARAUC,-500
APRAUC,-500
MAYAUC,-500
JUNAUC,-500
JULAUC,-500
AUGAUC,-500
SEPAUC,-500
OCTAUC,-500
NOVAUC,-500
DECAUC,-500
JANAUG,-400
FEBAUG,-500
MARAUG,-500
APRAUG,-500
MAYAUG,-400
JUNAUG,-400
JULAUG,-400
AUGAUG,-400
SEPAUG,-400
OCTAUG,-400
NOVAUG,-400
DECAUG,-400
JANAUH,400
FEBAUH,400
MARAUH,400
APRAUH,400
MAYAUH,400
JUNAUH,400
JULAUH,400
AUGAUH,400
SEPAUH,400
OCTAUH,400
NOVAUH,400
DECAUH,400
JANAUK,-800
FEBAUK,-800
MARAUK,-800
APRAUK,-800
MAYAUK,-800
JUNAUK,-800
JULAUK,-800
AUGAUK,-800
SEPAUK,-800
OCTAUK,-800
NOVAUK,-800
DECAUK,-800
JUNAUL,1200
JULAUL,1200
AUGAUL,1200
JANAUP,1000
FEBAUP,1000
MARAUP,1000
APRAUP,1000
MAYAUP,1000
JUNAUP,1000
JULAUP,1000
AUGAUP,1000
SEPAUP,1000
OCTAUP,1000
NOVAUP,1000
DECAUP,1000
JANAUQ,-930
FEBAUQ,-930
MARAUQ,-930
APRAUQ,-930
MAYAUQ,-930
JUNAUQ,-930
JULAUQ,-930
AUGAUQ,-930
SEPAUQ,-930
OCTAUQ,-930
NOVAUQ,-930
DECAUQ,-930
JANAUR,100
FEBAUR,100
MARAUR,100
APRAUR,100
MAYAUR,200
JUNAUR,200
JULAUR,200
AUGAUR,200
SEPAUR,200
OCTAUR,200
NOVAUR,100
DECAUR,100
JANAUS,-600
FEBAUS,-600
MARAUS,-500
APRAUS,-500
MAYAUS,-500
JUNAUS,-500
JULAUS,-500
AUGAUS,-500
SEPAUS,-500
OCTAUS,-500
NOVAUS,-600
DECAUS,-600
JANAUU,1000
FEBAUU,1000
MARAUU,1000
APRAUU,1000
MAYAUU,1000
JUNAUU,1000
JULAUU,1000
AUGAUU,1000
SEPAUU,1000
OCTAUU,1000
NOVAUU,1000
DECAUU,1000
JANAUX,-300
FEBAUX,-300
MARAUX,-300
APRAUX,-300
MAYAUX,-300
JUNAUX,-300
JULAUX,-300
AUGAUX,-300
SEPAUX,-300
OCTAUX,-300
NOVAUX,-300
DECAUX,-300
JANAUY,1100
FEBAUY,1100
MARAUY,1100
APRAUY,1100
MAYAUY,1100
JUNAUY,1100
JULAUY,1100
AUGAUY,1100
SEPAUY,1100
OCTAUY,1100
NOVAUY,1100
DECAUY,1100
JANAVA,800
FEBAVA,800
MARAVA,800
APRAVA,800
MAYAVA,800
JUNAVA,800
JULAVA,800
AUGAVA,800
SEPAVA,800
OCTAVA,800
NOVAVA,800
DECAVA,800
JANAVB,100
FEBAVB,100
MARAVB,100
APRAVB,100
MAYAVB,100
JUNAVB,200
JULAVB,200
AUGAVB,100
SEPAVB,100
OCTAVB,100
NOVAVB,100
DECAVB,100
JANAVJ,200
FEBAVJ,200
MARAVJ,200
APRAVJ,200
MAYAVJ,200
JUNAVJ,200
JULAVJ,200
AUGAVJ,200
SEPAVJ,200
OCTAVJ,200
NOVAVJ,200
DECAVJ,200
JANAVK,900
FEBAVK,900
MARAVK,900
APRAVK,900
MAYAVK,900
JUNAVK,900
JULAVK,900
AUGAVK,900
SEPAVK,900
OCTAVK,900
NOVAVK,900
DECAVK,900
JANAVL,-500
FEBAVL,-500
MARAVL,-400
APRAVL,-400
MAYAVL,-400
JUNAVL,-400
JULAVL,-400
AUGAVL,-400
SEPAVL,-400
OCTAVL,-400
NOVAVL,-500
DECAVL,-500
JANAVN,200
FEBAVN,200
MARAVN,200
APRAVN,200
MAYAVN,200
JUNAVN,200
JULAVN,200
AUGAVN,200
SEPAVN,200
OCTAVN,200
NOVAVN,200
DECAVN,200
JANAVP,-500
FEBAVP,-500
MARAVP,-400
APRAVP,-400
MAYAVP,-400
JUNAVP,-400
JULAVP,-400
AUGAVP,-400
SEPAVP,-400
OCTAVP,-400
NOVAVP,-500
DECAVP,-500
JANAVS,200
FEBAVS,200
MARAVS,200
APRAVS,200
MAYAVS,200
JUNAVS,200
JULAVS,200
AUGAVS,200
SEPAVS,200
OCTAVS,200
NOVAVS,200
DECAVS,200
JANAVU,1100
FEBAVU,1100
MARAVU,1100
APRAVU,1100
MAYAVU,1100
JUNAVU,1100
JULAVU,1100
AUGAVU,1100
SEPAVU,1100
OCTAVU,1100
NOVAVU,1100
DECAVU,1100
JANAVV,1100
FEBAVV,1100
MARAVV,1100
APRAVV,1100
MAYAVV,1000
JUNAVV,1000
JULAVV,1000
AUGAVV,1000
SEPAVV,1000
OCTAVV,1100
NOVAVV,1100
DECAVV,1100
JANAWB,1000
FEBAWB,1000
MARAWB,1000
APRAWB,1000
MAYAWB,1000
JUNAWB,1000
JULAWB,1000
AUGAWB,1000
SEPAWB,1000
OCTAWB,1000
NOVAWB,1000
DECAWB,1000
JANAWD,1100
FEBAWD,1100
MARAWD,1100
APRAWD,1100
MAYAWD,1100
JUNAWD,1100
JULAWD,1100
AUGAWD,1100
SEPAWD,1100
OCTAWD,1100
NOVAWD,1100
DECAWD,1100
JANAWZ,330
FEBAWZ,330
MARAWZ,330
APRAWZ,430
MAYAWZ,430
JUNAWZ,430
JULAWZ,430
AUGAWZ,430
SEPAWZ,430
OCTAWZ,330
NOVAWZ,330
DECAWZ,330
JANAXA,-400
FEBAXA,-400
MARAXA,-400
APRAXA,-400
MAYAXA,-400
JUNAXA,-400
JULAXA,-400
AUGAXA,-400
SEPAXA,-400
OCTAXA,-400
NOVAXA,-400
DECAXA,-400
JANAXD,300
FEBAXD,300
MARAXD,300
APRAXD,300
MAYAXD,300
JUNAXD,300
JULAXD,300
AUGAXD,300
SEPAXD,300
OCTAXD,300
NOVAXD,300
DECAXD,300
JANAXF,800
FEBAXF,800
MARAXF,800
APRAXF,800
MAYAXF,800
JUNAXF,800
JULAXF,800
AUGAXF,800
SEPAXF,800
OCTAXF,800
NOVAXF,800
DECAXF,800
JANAXK,300
FEBAXK,300
MARAXK,300
APRAXK,300
MAYAXK,300
JUNAXK,300
JULAXK,300
AUGAXK,300
SEPAXK,300
OCTAXK,300
NOVAXK,300
DECAXK,300
JANAXM,-500
FEBAXM,-500
MARAXM,-500
APRAXM,-500
MAYAXM,-500
JUNAXM,-500
JULAXM,-500
AUGAXM,-500
SEPAXM,-500
OCTAXM,-500
NOVAXM,-500
DECAXM,-500
JANAXP,-500
FEBAXP,-500
MARAXP,-500
APRAXP,-500
MAYAXP,-400
JUNAXP,-400
JULAXP,-400
AUGAXP,-400
SEPAXP,-400
OCTAXP,-400
NOVAXP,-400
DECAXP,-500
JANAXR,-1000
FEBAXR,-1000
MARAXR,-1000
APRAXR,-1000
MAYAXR,-1000
JUNAXR,-1000
JULAXR,-1000
AUGAXR,-1000
SEPAXR,-1000
OCTAXR,-1000
NOVAXR,-1000
DECAXR,-1000
JANAXT,900
FEBAXT,900
MARAXT,900
APRAXT,900
MAYAXT,900
JUNAXT,900
JULAXT,900
AUGAXT,900
SEPAXT,900
OCTAXT,900
NOVAXT,900
DECAXT,900
JANAXU,300
FEBAXU,300
MARAXU,300
APRAXU,300
MAYAXU,300
JUNAXU,300
JULAXU,300
AUGAXU,300
SEPAXU,300
OCTAXU,300
NOVAXU,300
DECAXU,300
JANAYP,-500
FEBAYP,-500
MARAYP,-500
APRAYP,-500
MAYAYP,-500
JUNAYP,-500
JULAYP,-500
AUGAYP,-500
SEPAYP,-500
OCTAYP,-500
NOVAYP,-500
DECAYP,-500
JANAYQ,930
FEBAYQ,930
MARAYQ,930
APRAYQ,930
MAYAYQ,930
JUNAYQ,930
JULAYQ,930
AUGAYQ,930
SEPAYQ,930
OCTAYQ,930
NOVAYQ,930
DECAYQ,930
JANAYT,200
FEBAYT,200
MARAYT,200
APRAYT,300
MAYAYT,300
JUNAYT,300
JULAYT,300
AUGAYT,300
SEPAYT,300
